book_id,title,genre,description
5168,A Day in the Life of the United States Armed Forces,Nonfiction|Photography|Military,<A Day in the Life of the United States Armed Forces> is a photographic exploration capturing the daily lives of U.S.
5169,The Andromeda Strain,Techno-thriller|Science fiction,<The Andromeda Strain> is a 1969 novel by Michael Crichton that follows a team of scientists investigating a deadly extraterrestrial microorganism threatening humanity.
5170,Congo,Science Fiction|Adventure|Thriller,"<Congo> is a science fiction adventure novel by Michael Crichton, following an expedition into the Congo rainforest in search of diamonds and the mysterious Lost City of Zinj."
5171,When the Storm Breaks,Romantic Suspense|Mystery|Thriller,"<When the Storm Breaks> is a romantic suspense novel by Heather Lowell, featuring Claire Lambert, who becomes entangled with Detective Sean Richter while aiding in the pursuit of a serial killer in Washington, D.C."
5172,No Escape,Romantic Suspense,"<No Escape> is a romantic suspense novel by Heather Lowell, published by HarperTorch in 2004."
5173,American Woman : A Novel,Historical Fiction|Literary Fiction|Thriller,"<American Woman : A Novel> is a thought-provoking exploration of race, identity, and class, following Jenny Shimada as she shelters three radical fugitives in 1970s America."
5174,Murray Walker: Unless I'm Very Much Mistaken,Biography|Nonfiction|Sports|Memoir,"<Murray Walker: Unless I'm Very Much Mistaken> is a memoir by Murray Walker, the renowned Formula 1 commentator, detailing his life and career in motorsport."
5175,Bradbury Stories : 100 of His Most Celebrated Tales,Science fiction|Fantasy|Horror,"<Bradbury Stories : 100 of His Most Celebrated Tales> is a collection of Ray Bradbury's finest short fiction, showcasing his mastery in science fiction, fantasy, and horror."
5176,Lives of the Circus Animals : A Novel,Fiction|LGBT|Theatre|Humor,"<Lives of the Circus Animals : A Novel> is a satirical comedy that delves into the lives of New York theater professionals, exploring themes of love, ambition, and the pursuit of success."
5177,An Hour to Kill : A Novel,Mystery|Thriller|Psychological Fiction,"<An Hour to Kill : A Novel> is a psychosexual thriller set in New York City, where detectives James Gurson and Didi Kane investigate brutal murders that intertwine with their personal lives."
5178,The Holiday Present,Historical Romance|Christmas Romance,"<The Holiday Present> is a collection of two classic Christmas tales by Johanna Lindsey, featuring love stories set during the holiday season."
5179,Death in Vineyard Waters : A Martha's Vineyard Mystery (Martha's Vineyard Mysteries (Avon Books)),Mystery|Cozy Mystery|Crime Fiction,<Death in Vineyard Waters : A Martha's Vineyard Mystery (Martha's Vineyard Mysteries (Avon Books))> is a mystery novel featuring ex-Boston cop J.W.
5180,Vineyard Deceit : A Martha's Vineyard Mystery (Martha's Vineyard Mysteries (Avon Books)),Mystery|Cozy Mystery|Crime,<Vineyard Deceit : A Martha's Vineyard Mystery (Martha's Vineyard Mysteries (Avon Books))> is a mystery novel by Philip R.
5181,England's Perfect Hero,Historical Romance|Regency Romance,"<England's Perfect Hero> is a historical romance novel by Suzanne Enoch, set in Regency-era England, focusing on Lucinda Barrett's mission to reform a rakish nobleman through 'lessons in love'."
5182,No Ordinary Groom,Historical Romance|Romantic Suspense,"<No Ordinary Groom> is a historical romance novel by Gayle Callen, featuring a British spy and a lady entangled in a web of espionage and unexpected love."
5183,The Beauty and the Spy,Historical Romance|Romantic Suspense|Historical Fiction,"<The Beauty and the Spy> is a historical romance novel by Gayle Callen, featuring a British spy who kidnaps a woman to protect her from a traitor, leading to unexpected love."
5184,Divine Sarah : A Novel,Historical Fiction|Biographical Fiction,<Divine Sarah : A Novel> is a reimagining of the life of legendary actress Sarah Bernhardt during her 1906 Farewell Tour of America.
5185,Stone Garden : A Novel,Fiction|Coming of Age|Literary Fiction,"<Stone Garden : A Novel> is a poignant coming-of-age story about Alice McGuire, a young woman grappling with the sudden disappearance and death of her best friend, Matthew Swan, and her journey through grief and self-discovery."
5186,I'm No Angel (Avon Romance),Romance|Contemporary Romance|Chick Lit,"<I'm No Angel (Avon Romance)> is a contemporary romance novel featuring Angel Devlin, a Palm Beach private investigator, who becomes entangled with billionaire Tom Donovan while investigating his father's mysterious death."
5187,Shutter Island LP,Gothic|Psychological Horror|Crime,"<Shutter Island LP> is a Gothic psychological horror novel by Dennis Lehane, set in 1954, where U.S."
5188,Sharing Sean : A Novel,Romance|Humorous Fiction,"<Sharing Sean : A Novel> is a comedic tale of four women in their late thirties who, seeking unconventional relationships, plan to share a man to fulfill their diverse needs."
5189,My Invented Country : A Nostalgic Journey Through Chile,Memoir|Biography|Travel|History,"<My Invented Country : A Nostalgic Journey Through Chile> is a memoir by Isabel Allende that reflects on her experiences of exile and her deep connection to her homeland, Chile."
5190,Mi Pais Inventado : Un Paseo Nostalgico por Chile,Biography|Memoir|Nonfiction,"<Mi Pais Inventado : Un Paseo Nostalgico por Chile> is a memoir by Isabel Allende that intertwines her personal experiences with the history and culture of Chile, reflecting on themes of nostalgia, identity, and exile."
5191,My Invented Country : A Memoir,Memoir|Biography|Travel|History,"<My Invented Country : A Memoir> is a personal exploration of Isabel Allende's homeland, Chile, delving into its landscapes, people, and the political upheavals that led to her exile."
5192,I Am What I Ate...and I'm Frightened!!! And Other Digressions from the Doctor of Comedy,Humor|Nonfiction|Health|Biography,<I Am What I Ate...and I'm Frightened!!! And Other Digressions from the Doctor of Comedy> is a humorous exploration of Bill Cosby's personal health challenges and reflections on aging.
5193,In Praise of Slowness : How A Worldwide Movement Is Challenging the Cult of Speed,Nonfiction|Cultural Criticism|Self-Help,"<In Praise of Slowness : How A Worldwide Movement Is Challenging the Cult of Speed> is a book by Carl Honoré that examines the societal obsession with speed and advocates for a slower, more balanced lifestyle."
5194,Dealing in Murder,Mystery|Cozy Mystery,"<Dealing in Murder> is a cozy mystery novel featuring Molly Doyle, an antiques dealer in Carmel, California, who becomes entangled in a murder investigation that threatens her new life."
5195,Tagged for Murder,Mystery|Cozy Mystery,"<Tagged for Murder> is a mystery novel featuring antique dealer Molly Doyle, who investigates the murder of a fellow dealer in Carmel, California."
5196,Unsettling : A Novel,Women's Fiction|Romance|Chick Lit,"<Unsettling : A Novel> is a women's fiction novel by Lynda Sandoval that follows Lucy Olivera, a Denver drug officer, as she confronts her family's history of failed marriages and embarks on a transformative road trip with her friends."
5197,Access Chicago 7e (Access Guides),Travel|Reference,"<Access Chicago 7e (Access Guides)> is a comprehensive travel guide offering detailed maps and color-coded entries to help visitors explore Chicago's neighborhoods, attractions, restaurants, shops, and parks."
5198,If Cooks Could Kill : An Angie Amalfi Mystery (Angie Amalfi Mysteries),Mystery|Cozy Mystery|Fiction,"<If Cooks Could Kill : An Angie Amalfi Mystery (Angie Amalfi Mysteries)> is a culinary mystery novel featuring amateur sleuth Angie Amalfi, who investigates a brutal murder and robbery connected to her favorite Italian restaurant."
5199,The Starch Blocker Diet,Health & Fitness|Dieting|Nutrition,<The Starch Blocker Diet> is a weight loss program that enables individuals to enjoy starchy foods by neutralizing calories from carbohydrates.
5200,"The Crystal Cave : Book One of the Arthurian Saga (The Arthurian Saga, Book 1)",Fantasy|Historical Fiction|Arthurian|Mythology,"<The Crystal Cave : Book One of the Arthurian Saga (The Arthurian Saga, Book 1)> is a novel by Mary Stewart that reimagines the early life of Merlin, the legendary magician of King Arthur's court, set in fifth-century Britain."
5201,"The Hollow Hills : Book Two of the Arthurian Saga (The Arthurian Saga, Book 2)",Fantasy|Historical Fiction|Arthurian,"<The Hollow Hills : Book Two of the Arthurian Saga (The Arthurian Saga, Book 2)> is a novel by Mary Stewart that continues the retelling of the Arthurian legends, focusing on Merlin's guidance of the young Arthur Pendragon as he discovers his destiny and the legendary sword Caliburn."
5202,"The Last Enchantment : Book Three of the Arthurian Saga (Arthurian Saga, 3)",Fantasy|Historical Fiction|Arthurian,"<The Last Enchantment : Book Three of the Arthurian Saga (Arthurian Saga, 3)> is a fantasy novel by Mary Stewart, narrated by Merlin, depicting Arthur's reign and the challenges of uniting Britain."
5203,"The Wicked Day : Book Four of the Arthurian Saga (The Arthurian Saga, Book 4)",Fantasy|Historical Fiction|Arthurian|Mythology,"<The Wicked Day : Book Four of the Arthurian Saga (The Arthurian Saga, Book 4)> is a novel by Mary Stewart that reimagines the Arthurian legend, focusing on Mordred's perspective as he confronts his destiny and his father, King Arthur."
5204,Luna Bay #1: Pier Pressure : A Roxy Girl Series (Luna Bay),Young Adult|Fiction|Sports,"<Luna Bay #1: Pier Pressure : A Roxy Girl Series (Luna Bay)> is a young adult novel following five best friends as they work at a coed surfing camp, facing personal challenges and competitions."
5205,Luna Bay #2: Wave Good-bye : A Roxy Girl Series (Luna Bay),Young Adult|Romance|Sports,"<Luna Bay #2: Wave Good-bye : A Roxy Girl Series (Luna Bay)> is a young adult romance novel that follows Rae, a surfer girl facing her parents' separation and the possibility of moving to Chicago, as she navigates the challenges of friendship and love."
5206,"Luna Bay #3: Weather or Not : A Roxy Girl Series (Luna Bay, 3)",Juvenile Fiction|Sports Fiction|Romance,"<Luna Bay #3: Weather or Not : A Roxy Girl Series (Luna Bay, 3)> is a juvenile fiction novel that follows three teenage girls as they navigate friendship, romance, and surfing competitions in Florida."
5207,Among the Bohemians : Experiments in Living 1900-1939,Nonfiction|Biography|History|Art,<Among the Bohemians : Experiments in Living 1900-1939> is a book written by Virginia Nicholson and published by William Morrow in 2004.
5208,Dead Ringer,Legal Thriller|Mystery|Suspense,"<Dead Ringer> is a legal thriller where attorney Bennie Rosato confronts her identical twin sister, Alice Connelly, who returns to Philadelphia and wreaks havoc on Bennie's life and law firm."
5209,Dead Ringer CD,Legal Thriller|Mystery|Suspense,"<Dead Ringer CD> is a legal thriller where attorney Bennie Rosato confronts her identical twin sister, Alice Connelly, who returns to Philadelphia to destroy Bennie's law firm and personal life."
5210,The Buying of the President 2004 : Who's Really Bankrolling Bush and His Democratic Challengers--and What They Expect in Return (Buying of the President),Politics|Nonfiction,<The Buying of the President 2004 : Who's Really Bankrolling Bush and His Democratic Challengers--and What They Expect in Return (Buying of the President)> is an investigative examination of the financial backers influencing the 2004 U.S.
5211,A Greek God at the Ladies' Club (Avon Romance),Romance|Paranormal Romance|Fantasy Romance,"<A Greek God at the Ladies' Club (Avon Romance)> is a humorous fantasy romance where a sculptor's marble statue of a Greek god miraculously comes to life, leading to unexpected romantic entanglements."
5212,A Date on Cloud Nine,Romance|Paranormal Romance|Chick Lit,"<A Date on Cloud Nine> is a romantic comedy featuring Lilly Marquette, who, after a near-death experience, is sent back from heaven to choose the right man, leading her to Jackson Murdoch, a man who believes she stole three million dollars from him."
5213,"A Perversion of Justice: A Southern Tragedy of Murder, Lies and Innocence Betrayed",True Crime,"<A Perversion of Justice: A Southern Tragedy of Murder, Lies and Innocence Betrayed> is a true crime account detailing the murder of Terry King and the subsequent trials of his sons and their alleged accomplice."
5214,It Takes a Hero,Historical Romance|Regency Romance,"<It Takes a Hero> is a historical romance novel by Elizabeth Boyle, set in Regency-era England, featuring a spirited heroine and a dashing hero entangled in a tale of love and intrigue."
5215,Sailors to the End: The Deadly Fire on the Uss Forrestal and the Heroes Who Fought It,Nonfiction|History|Military History|Naval History,"<Sailors to the End: The Deadly Fire on the Uss Forrestal and the Heroes Who Fought It> is <Sailors to the End: The Deadly Fire on the USS Forrestal and the Heroes Who Fought It> is a detailed account of the 1967 fire aboard the USS Forrestal, exploring the causes, events, and heroism involved in one of the U.S."
5216,Always True to You,Fiction|Romance|Literary Fiction,"<Always True to You> is a novel by Valerie Wilson Wesley that explores the intertwined lives of three women involved with the same man, delving into themes of love, self-discovery, and forgiveness."
5217,Killer Solo,Mystery|Thriller,"<Killer Solo> is a mystery novel by David Hiltbrand featuring Jim McNamara, an insurance investigator specializing in rock tours, who investigates a roadie's suspicious death during a band's controversial tour."
5218,Have his carcase,Mystery|Detective Fiction,<Have his carcase> is a 1932 locked-room mystery novel by Dorothy L.
5219,Murder must advertise (Lord Peter Wimsey Mysteries (Audio)),Mystery|Crime|Detective,<Murder must advertise (Lord Peter Wimsey Mysteries (Audio))> is a mystery novel where Lord Peter Wimsey goes undercover at an advertising agency to investigate the suspicious death of a colleague.
5220,The documents in the case,Mystery|Crime|Epistolary Novel,<The documents in the case> is The documents in the case is a 1930 mystery novel co-authored by Dorothy L.
5221,Lord Peter: A collection of all the Lord Peter Wimsey stories,Mystery|Detective Fiction,"<Lord Peter: A collection of all the Lord Peter Wimsey stories> is a compilation of detective novels and short stories featuring the aristocratic amateur sleuth Lord Peter Wimsey, created by Dorothy L."
5222,The Dancer's Survival Manual: Everything You Need to Know About Being a Dancer... Except How to Dance,Nonfiction|Dance|Career Development,<The Dancer's Survival Manual: Everything You Need to Know About Being a Dancer...
5223,Significant Others,Fiction|LGBTQ+|Contemporary Fiction,"<Significant Others> is a novel by Armistead Maupin that humorously explores the lives of San Francisco residents, delving into themes of marriage, friendship, and sexual nostalgia."
5224,Taking the Quantum Leap: The New Physics for Nonscientists,Science|Physics|Nonfiction|Philosophy,<Taking the Quantum Leap: The New Physics for Nonscientists> is a book by Fred Alan Wolf that explains quantum mechanics concepts in accessible language for nonscientists.
5225,The Complete Works of Oscar Wilde,Classics|Fiction|Poetry|Plays,"<The Complete Works of Oscar Wilde> is a comprehensive collection of Oscar Wilde's literary works, including his only novel, 'The Picture of Dorian Gray', as well as his plays, stories, poems, essays, and letters."
5226,Transformations of Myth Through Time,Nonfiction|Mythology|Anthropology|Religion,<Transformations of Myth Through Time> is a collection of thirteen lectures by Joseph Campbell examining the development of mythological themes across various cultures and eras.
5227,Linda Goodman's Love Signs: A New Approach to the Human Heart,Astrology|Nonfiction|Reference|Self Help,<Linda Goodman's Love Signs: A New Approach to the Human Heart> is a comprehensive guide exploring astrological compatibility between zodiac signs to enhance personal relationships.
5228,Peter Pan Deluxe Book and Charm (Charming Classics),Children's|Fantasy|Adventure,<Peter Pan Deluxe Book and Charm (Charming Classics)> is a children's fantasy adventure novel by J.
5229,Shutter Island : A Novel,Gothic|Psychological Horror|Crime,"<Shutter Island : A Novel> is a psychological thriller set in 1954, following U.S."
5230,Elegance : A Novel,Fiction|Chick Lit|Romance|Women's Fiction,"<Elegance : A Novel> is a story about Louise Canova, a woman who, dissatisfied with her life and marriage, discovers a style manual that transforms her into a confident and elegant individual."
5231,A Blade of Grass : A Novel,Historical Fiction|Literary Fiction|Women's Fiction,"<A Blade of Grass : A Novel> is a poignant tale of two women, one white and one black, who struggle to save their farm and, ultimately, their lives in 1970s South Africa."
5232,A Fugitive Truth : An Emma Fielding Mystery (Emma Fielding Mysteries),Mystery|Thriller|Archaeology,"<A Fugitive Truth : An Emma Fielding Mystery (Emma Fielding Mysteries)> is a suspenseful tale where archaeologist Emma Fielding investigates a modern murder linked to an 18th-century witch trial, uncovering dark secrets encoded in historical writings."
5233,A Year and a Day : A Novel,Fiction|Young Adult|Literary Fiction|Coming-of-Age,"<A Year and a Day : A Novel> is a coming-of-age story set in 1975 Iowa, following 15-year-old Alice as she navigates adolescence and grief after her mother's suicide."
5234,The Bang Devils,Crime|Thriller|Suspense,"<The Bang Devils> is a crime thriller novel by Patrick Foss, following two American expatriates in Japan who become entangled in a perilous kidnapping scheme."
5235,Handsome Harry : A Novel,Historical Fiction|Crime|Noir,"<Handsome Harry : A Novel> is a gripping tale of Harry Pierpont's rise from a small-time crook to a notorious bank robber, chronicling his partnership with John Dillinger and their criminal exploits during the Great Depression."
5236,"Red Tide : A Novel (Ford, Gm)",Mystery|Thriller|Crime|Suspense,"<Red Tide : A Novel (Ford, Gm)> is a suspenseful thriller where journalist Frank Corso investigates a deadly bioterrorist attack in Seattle, uncovering a vast conspiracy with catastrophic implications."
5237,The Illustrator in America : 1860-2000,Art|Reference|History,<The Illustrator in America : 1860-2000> is a comprehensive reference covering over 140 years and 650 artists from the Civil War through the entire 20th century.
5238,Day of Atonement: A Peter Decker/Rina Lazarus Novel,Mystery|Thriller|Crime|Jewish Fiction,"<Day of Atonement: A Peter Decker/Rina Lazarus Novel> is a mystery novel by Faye Kellerman featuring LAPD detective Peter Decker and his wife, Rina Lazarus, as they investigate the disappearance of an Orthodox Jewish teenager in Brooklyn."
5239,"The Jaguar Knights : A Chronicle of the King's Blades (Duncan, Dave)",Fantasy|Adventure|Epic Fantasy,"<The Jaguar Knights : A Chronicle of the King's Blades (Duncan, Dave)> is a fantasy novel following Sir Wolf, a skilled swordsman known as the ""King's Killer,"" who embarks on a perilous quest to rescue a royal mistress and confronts dark secrets threatening the kingdom of Chivial."
5240,Origami Bridges : Poems of Psychoanalysis and Fire,Poetry|Psychology|Nonfiction,<Origami Bridges : Poems of Psychoanalysis and Fire> is a collection of poems by Diane Ackerman that explores the emotional journey of psychoanalysis through candid verse.
5241,When Washington Was in Vogue : A Love Story,Fiction|African American Literature|Historical Fiction|Romance,"<When Washington Was in Vogue : A Love Story> is a novel by Edward Christopher Williams, set in 1920s Washington, D.C., depicting the experiences of Davy Carr, a World War I veteran, as he navigates the city's Black elite society and his evolving relationship with Caroline Rhodes."
5242,The Last Goodbye,Fiction|Thriller,"<The Last Goodbye> is a gripping tale of love, betrayal, and murder set in Atlanta, following a down-on-his-luck attorney entangled with a mysterious opera singer."
5243,The Secret Life of Lobsters : How Fishermen and Scientists Are Unraveling the Mysteries of Our Favorite Crustacean,Science|Nature|Nonfiction,"<The Secret Life of Lobsters : How Fishermen and Scientists Are Unraveling the Mysteries of Our Favorite Crustacean> is a comprehensive exploration of the biology, ecology, and cultural significance of lobsters, blending scientific research with personal narratives from the Gulf of Maine."
5244,Confessions of a Tax Collector : One Man's Tour of Duty Inside the IRS,Nonfiction|Memoir|Biography|Humor,"<Confessions of a Tax Collector : One Man's Tour of Duty Inside the IRS> is a memoir by Richard Yancey detailing his twelve-year career as an IRS revenue officer, offering a candid and humorous look at the challenges and experiences of tax collection."
5245,The Polished Hoe,Historical Fiction|Literary Fiction,"<The Polished Hoe> is a novel by Austin Clarke that delves into the life of Mary-Mathilda, a respected woman in post-World War II Barbados, as she confesses to a crime that unravels the island's complex history of slavery and colonialism."
5246,Mission Compromised,Thriller|Military Fiction|Christian Fiction,<Mission Compromised> is a novel by Oliver L.
5247,What Memories Remain,Romantic Suspense,"<What Memories Remain> is a romantic suspense novel by Cait London, published by Avon in 2004, featuring Cyd Callahan, who, tormented by forgotten childhood memories, seeks refuge in the quiet community of Fairy Cove, where she becomes entangled in unraveling the past with her childhood friend Ewan Lochlain, a boat builder investigating his parents' mysterious deaths, all while a faceless predator stalks the town."
5248,The Garden,Historical Fiction|Mystery|Romance,"<The Garden> is a historical novel by Gillian Linscott that intertwines the lives of two families over generations, centered around a garden that holds a deep secret."
5249,When Religion Becomes Evil : Five Warning Signs,Religion|Nonfiction|Philosophy|Politics,<When Religion Becomes Evil : Five Warning Signs> is a book by Charles Kimball that examines how religious traditions can become corrupt and identifies five warning signs of such corruption.
5250,Fatal Flaw,Mystery|Thriller|Legal Thriller,"<Fatal Flaw> is Fatal Flaw is a legal thriller by William Lashner, featuring Philadelphia lawyer Victor Carl as he defends a friend accused of murder, uncovering complex truths along the way."
5251,The Brother of Jesus: The Dramatic Story &amp; Meaning of the First Archaeological Link to Jesus &amp; His Family,Religion|History|Archaeology,"<The Brother of Jesus: The Dramatic Story &amp; Meaning of the First Archaeological Link to Jesus &amp; His Family> is <The Brother of Jesus: The Dramatic Story & Meaning of the First Archaeological Link to Jesus & His Family> is a detailed account of the discovery and significance of the James Ossuary, a first-century limestone bone box bearing the inscription ""James, son of Joseph, brother of Jesus,"" and its implications for understanding Jesus, his family, and early Christianity."
5252,Strong of Heart: Life and Death in the Fire Department of New York,Biography|Memoir|Nonfiction,"<Strong of Heart: Life and Death in the Fire Department of New York> is a memoir by Thomas Von Essen, detailing his experiences as New York City's Fire Commissioner during the September 11 attacks and his 31-year career in the FDNY."
5253,"Fluke : Or, I Know Why the Winged Whale Sings",Absurdist fiction|Fantasy fiction|Humorous fiction,"<Fluke : Or, I Know Why the Winged Whale Sings> is a novel by Christopher Moore that follows marine biologist Nathan Quinn as he investigates a humpback whale displaying a cryptic message on its tail, leading him into a bizarre adventure involving cosmic horrors and environmental themes."
5254,"For Better, for Worse",Fiction|Romance|Contemporary Romance,"<For Better, for Worse> is a novel by Jennifer Baker that explores the challenges faced by a married couple, Julie and Matt, as they navigate feelings of jealousy, alienation, and financial responsibility."
5255,The Dominant Blonde,Romance|Mystery|Contemporary Fiction,"<The Dominant Blonde> is a romantic mystery novel by Alisa Kwitney, following Lydia Gold as she uncovers her boyfriend's embezzlement and seeks his whereabouts with the help of a former NYPD diver."
5256,The Stingray Shuffle: A Novel,Crime|Humor|Mystery,<The Stingray Shuffle: A Novel> is a crime novel by Tim Dorsey featuring the eccentric Florida historian Serge A.
5257,Dancing in Red Shoes Will Kill You,Young Adult|Realistic Fiction|Mystery|Romance,"<Dancing in Red Shoes Will Kill You> is a young adult novel by Dorian Cirrone that follows Kayla Callaway, a talented ballet dancer confronting body image issues and a mysterious threat at her high school."
5258,Bare Necessity,Chick Lit|Romance|Contemporary Romance,<Bare Necessity> is a contemporary romance novel by Carole Matthews that follows Emily Miller as she navigates personal and financial challenges after her boyfriend's betrayal.
5259,Asking for Trouble : A Novel,Chick Lit|Romance|Contemporary Fiction|Humor,"<Asking for Trouble : A Novel> is a humorous contemporary romance about a woman who hires an escort to pose as her boyfriend at her sister's wedding, leading to unexpected complications."
5260,Sushi for Beginners,Chick Lit|Fiction|Romance|Humor,"<Sushi for Beginners> is a novel by Marian Keyes that follows three women—Lisa Edwards, Ashling Kennedy, and Clodagh Kelly—as they navigate love, career challenges, and personal growth in the world of women's fashion magazines in Dublin."
5261,Big Book of Drawing and Painting,Art|Instructional,"<Big Book of Drawing and Painting> is a comprehensive guide by Francisco Asensio Cerver that introduces readers to fundamental techniques in drawing and painting, including drawing, watercolor, pastels, and oil painting, through 28 step-by-step exercises."
5262,The Known World,Historical Fiction|Literary Fiction,<The Known World> is a Pulitzer Prize-winning novel by Edward P.
5263,The Known World : A Novel,Historical Fiction|Literary Fiction,<The Known World : A Novel> is a Pulitzer Prize-winning novel by Edward P.
5264,Sushi for Beginners : A Novel,Chick Lit|Romance|Contemporary Fiction,"<Sushi for Beginners : A Novel> is a story about three women navigating love, career, and self-discovery in the world of fashion magazines."
5265,Neverwhere : A Novel,Urban Fantasy|Dark Fantasy|Adventure,"<Neverwhere : A Novel> is a dark fantasy adventure that follows Richard Mayhew as he navigates a hidden, magical realm beneath London after a single act of kindness."
5266,Antonio's Wife : A Novel,Historical Fiction|Romance|Mystery,"<Antonio's Wife : A Novel> is a tale of a Neapolitan opera diva and a Lower East Side lacemaker in early 20th-century New York, entwined in a quest to reunite mother and daughter amidst love, betrayal, and hidden identities."
5267,No Turning Back : The Life and Death of Animal Species,Nonfiction|Nature|Science,"<No Turning Back : The Life and Death of Animal Species> is a book by Richard Ellis that explores the extinction of animal species, examining both historical and recent cases, and discusses efforts to prevent further extinctions."
5268,American Gods : A Novel,Fantasy|Mythology|Urban Fantasy,"<American Gods : A Novel> is a fantasy novel by Neil Gaiman that blends Americana, fantasy, and various strands of ancient and modern mythology, centering on the mysterious and taciturn Shadow."
5269,Save Karyn : One Shopaholic's Journey to Debt and Back,Biography|Memoir|Humor|Finance,"<Save Karyn : One Shopaholic's Journey to Debt and Back> is a memoir by Karyn Bosnak detailing her journey from accumulating $20,000 in credit card debt to seeking help through online donations, ultimately achieving financial freedom."
5270,Ella Enchanted (rack),Fantasy|Fairy Tale Retelling|Young Adult,"<Ella Enchanted (rack)> is a fantasy novel by Gail Carson Levine, reimagining the Cinderella story with a heroine cursed to obey every command."
5271,"Holy Fools : A Novel (Harris, Joanne)",Historical Fiction|Romance|Magical Realism|Mystery,"<Holy Fools : A Novel (Harris, Joanne)> is a 17th-century tale of a young widow who, after seeking refuge in a remote French abbey, confronts her past when a former lover, now masquerading as a priest, arrives, threatening her newfound peace."
5272,The Annunciation of Francesca Dunn : A Novel,Fiction|Coming-of-Age|Religious Fiction,"<The Annunciation of Francesca Dunn : A Novel> is a story about a teenager who is believed to be a modern-day Holy Virgin, exploring themes of faith, identity, and the human desire for the divine."
5273,Yoga Hotel : Stories,Fiction|Short Stories,<Yoga Hotel : Stories> is a collection of short stories by Maura Moynihan that explores the cultural clashes between Western expatriates and Indian society in the 1970s.
5274,"Are You Afraid of the Dark? : A Novel (Sheldon, Sidney)",Thriller|Suspense|Mystery,"<Are You Afraid of the Dark? : A Novel (Sheldon, Sidney)> is a suspenseful thriller where two widows uncover a deadly conspiracy linked to a powerful think tank."
5275,Every Night Is Ladies' Night : Stories,Fiction|Short Stories|Literary Fiction,"<Every Night Is Ladies' Night : Stories> is a collection of interconnected short stories set in a blue-collar town, capturing the essence of Latino life in Southern California."
5276,Never Forget : An Oral History of September 11,Nonfiction|History|American History|Survival,"<Never Forget : An Oral History of September 11> is a collection of firsthand accounts from survivors, rescue workers, and family members, detailing their experiences during the September 11 attacks and the subsequent recovery efforts."
5277,"The Day the World Came to Town : 9/11 in Gander, Newfoundland",Nonfiction|History|Social Issues,"<The Day the World Came to Town : 9/11 in Gander, Newfoundland> is a nonfiction account of the residents of Gander, Newfoundland, who welcomed 38 diverted planes and over 6,000 passengers after the September 11 attacks."
5278,"Love and Madness : The Murder of Martha Ray, Mistress of the Fourth Earl of Sandwich",Nonfiction|History|True Crime,"<Love and Madness : The Murder of Martha Ray, Mistress of the Fourth Earl of Sandwich> is a historical account of the 1779 murder of Martha Ray, the mistress of the Fourth Earl of Sandwich, by James Hackman, exploring the events and societal context surrounding the crime."
5279,The Nanny,Chick Lit|Romance|Contemporary Fiction|Humor,"<The Nanny> is a romantic comedy about Jo Green, a small-town girl who becomes a nanny for a dysfunctional London family, leading to unexpected romantic entanglements."
5280,32AA,Chick Lit|Women's Fiction,<32AA> is a humorous novel following Emma Taylor's journey through personal and professional challenges in New York City.
5281,Call Waiting,Horror|Young Adult|Thriller|Mystery,<Call Waiting> is a horror novel by R.L.
5282,Bitter Truth,Mystery|Thriller|Legal Thriller,"<Bitter Truth> is a legal thriller featuring Philadelphia lawyer Victor Carl, who investigates the suspicious death of a wealthy heiress, uncovering dark family secrets and organized crime."
5283,"Write Away : One Novelist's Approach to Fiction and the Writing Life (George, Elizabeth)",Nonfiction|Writing|Self Help|Memoir,"<Write Away : One Novelist's Approach to Fiction and the Writing Life (George, Elizabeth)> is a guide where Elizabeth George shares her insights into the creative process, offering advice on fiction writing alongside personal anecdotes and experiences."
5284,The Dim Sum of All Things,Fiction|Chick Lit|Asian American|Romantic Comedy,"<The Dim Sum of All Things> is a humorous novel following Lindsey Owyang, a third-generation Chinese-American woman in San Francisco, as she navigates cultural identity, family expectations, and modern dating."
5285,Your Wicked Ways,Historical Romance,"<Your Wicked Ways> is a Regency-era romance novel by Eloisa James, featuring Helene, the Countess Godwin, who, after years of marital neglect, seeks to rekindle her passion with her estranged husband, Rees, the Earl Godwin."
5286,Wanted: One Perfect Man (Starlight Trilogy (Avon)),Romance|Paranormal Romance,"<Wanted: One Perfect Man (Starlight Trilogy (Avon))> is a romantic tale where an ex-astronomy professor in Texas becomes captivated by a mysterious waitress from another world, leading to unexpected passion and discovery."
5287,Lazybones (Billingham's Chilling Series),Crime|Mystery|Thriller,<Lazybones (Billingham's Chilling Series)> is a gripping crime novel featuring Detective Inspector Tom Thorne as he investigates a series of murders targeting convicted rapists in London.
5288,Miranda Blue Calling,Chick Lit|Romance,"<Miranda Blue Calling> is a romantic comedy about Miranda Blue, who moves to a remote Colorado town to start a tele-companionship service for seniors, only to find her plans complicated by her growing attraction to her neighbor, Billy Steadman."
5289,Phantom Stallion #9: Gift Horse (Phantom Stallion),Children's Fiction|Animals|Action & Adventure,"<Phantom Stallion #9: Gift Horse (Phantom Stallion)> is a children's fiction novel where Samantha rescues a draft horse named Tinkerbell, leading to unexpected adventures."
